1|wea|cond|be|adva|ad|fa|co|we|goodl|pro|in|dr
2|trea|loss|ge|co|liv|fit|co|oph|oun|lea|min|so
3|oppos|drabb|visi|flo|unc|talke|ar|p|vio|da|entr|fume
4|co|adh|r|wr|du|no|fisn|go|dee|trav|heir|hoard
5|hatha|diss|sting|slip|pathd|caper|deig|una|lux|c|ri|dish
6|unl|swo|ab|flo|f|te|alta|tr|in|lo|di|dwar
7|tally|troya|es|sup|ense|dis|beste|disa|prove|e|fool|sonn
8|tr|d|spl|im|serve|ca|dr|trans|ker|deso|fleer|bawdy
9|tum|expr|rebe|heml|ma|sa|item|lendd|winn|slip|su|frig
10|pu|ni|bewee|bea|mult|p|i|tartr|plain|six|verba|usur
11|me|sp|bo|de|dru|up|horn|bar|dig|t|liege|oppo
12|ful|l|tal|looke|dir|ci|ho|cabl|sum|ex|sh|hou
13|braz|in|dar|chain|be|f|turl|lass|thy|r|cou|afr
14|her|se|becom|va|alli|su|bla|quip|skye|cro|untun|u
15|nerv|ri|phoeb|teet|cr|mov|pass|hard|woem|crow|tem|coo
16|k|unsig|co|v|sli|e|be|trick|vigo|impr|unta|bevyp
17|f|whip|expen|hook|madne|scen|motl|stat|rebuk|loat|procl|cu
18|wit|bra|ca|rede|fa|fuel|he|espi|o|gory|pli|pr
19|tip|on|da|sep|ro|b|unbel|fann|bull|l|rai|clo
20|te|imp|offer|c|thr|cen|de|em|uns|r|depa|flo
21|sum|outra|f|showe|stun|banis|merc|la|rebu|refl|testi|pa
22|misa|jo|g|bea|abom|in|plu|yell|perso|ent|d|simon
23|fo|overc|supe|co|cash|me|par|answ|tull|te|m|bes
24|h|ta|fo|s|man|respi|br|distr|trot|spo|rude|ap
25|t|fac|co|fert|stage|hel|an|du|pasti|i|d|s
26|envy|a|reas|suff|ru|p|con|perg|toss|ven|amb|trea
27|grat|hal|keen|n|com|p|pr|auda|regr|di|spe|s
28|mer|tem|scour|d|h|col|rev|cra|lolli|loanc|map|mys
29|fu|sn|found|best|de|ge|zene|sub|ropes|i|ter|rej
30|sh|sp|h|c|gar|aff|sw|po|awa|mus|im|mi
31|re|e|a|ad|dr|s|n|bo|ex|app|propo|unche
32|shif|wh|dast|marty|ch|enc|inve|h|c|rutt|bl|utter
33|fear|ret|gl|acc|rev|hun|acco|sam|des|cauc|betr|nu
34|lard|bl|cures|r|groat|l|pi|int|fa|arg|hand|st
35|bedr|h|eva|disp|en|spou|fard|tr|wells|g|tr|lab
36|fumb|merl|aco|fear|si|sof|gil|as|unwr|t|laurt|pecu
37|sits|sta|cou|unabl|obs|ple|bedfe|pre|time|i|eleph|m
