1|co|proba|deve|disp
2|su|eg|jaunc|sne
3|rudd|dish|mid|lucre
4|afarb|nods|think|be
5|s|julio|patr|syri
6|sp|seac|calen|cold
7|t|inhib|abom|de
8|suppe|rise|cradl|wa
9|engi|dres|stal|strip
10|brok|gates|despi|longb
11|m|urges|negle|qui
12|rul|moors|rub|rare
13|per|farde|linin|vi
14|r|lies|hicr|nor
15|decre|hin|weepl|fr
16|pat|preti|pock|len
17|maso|vau|draug|do
18|absol|fells|hates|anim
19|pio|griny|bols|vol
20|bless|impos|load|jogpr
21|mock|equ|bevy|brai
22|ja|lucio|rur|gn
23|sepul|eagle|daem|mam
24|rebu|wo|nowh|ti
25|bra|tutba|taken|omi
26|cle|scol|emm|i
27|exe|dain|occas|ribbo
28|squa|paddl|tom|beari
29|hoi|quasi|jaren|ac
30|ex|clewc|celes|rai
31|b|huede|porp|wra
32|soi|pic|barkl|drea
33|tranc|spar|prepa|be
34|spad|ride|clam|situa
35|p|huntr|totte|bide
36|c|troja|za|felt
37|fost|spend|hobbi|whis
38|a|hills|pia|p
39|sens|opera|bowf|sph
40|mildt|colts|inded|brain
41|bale|cut|abrtr|s
42|as|fulf|bood|sti
43|ne|apt|cow|inte
44|spar|dot|parte|mock
45|te|chip|gidd|b
46|ste|colb|inj|ar
47|si|drunk|defo|sha
48|e|cask|gott|wat
49|w|dawn|razu|slubb
50|pl|hoodd|atala|app
51|rece|rout|doubt|dolo
52|gui|mawp|atta|mi
53|jaco|usua|cards|c
54|ab|star|hatsd|tr
55|enmit|q|edge|sext
56|medit|picko|chasg|punis
57|is|tak|tun|gav
58|enla|alps|stoma|a
59|roars|unpla|stung|s
60|f|belie|sat|scr
61|l|male|cur|provo
62|ise|cica|thers|v
63|h|forme|owner|uri
64|fa|seac|excu|pe
65|silv|marsh|beyo|dif
66|unsm|drin|hot|spitc
67|rest|yead|evas|san
68|amba|debto|paun|accou
69|sep|weepl|terms|ta
70|earn|info|melf|m
71|at|sipp|fever|denia
72|str|tanta|subre|extr
73|uncl|conso|tragi|hea
74|surfe|manc|iseex|trans
75|twic|divp|pedla|b
76|blast|rousi|bury|mus
77|respe|runni|beta|ri
78|bewa|mous|buryf|fore
79|ba|deepe|reput|sur
80|volu|bris|staff|unsa
81|soot|roari|temp|li
82|glo|wrenc|quali|pla
83|ty|omne|reten|p
