1|da|rogue|mov|tet|ga|de
2|mi|sp|pr|b|chos|comba
3|ach|op|stepp|ma|rise|co
4|w|shro|re|s|beloc|wr
5|s|ooze|ni|frenc|st|con
6|repl|con|win|sup|jud|affi
7|c|bo|auro|lieve|f|te
8|bl|nubi|b|as|cur|prac
9|r|boli|ri|solic|ver|lu
10|q|mas|conf|dowe|c|h
11|tiled|itc|ba|da|eas|sw
12|vill|co|sav|c|enqui|p
13|slas|dro|p|nut|s|pa
14|dr|a|i|an|enfo|te
15|de|fore|ri|w|c|f
16|bus|the|roya|cir|cere|r
17|m|se|adr|tall|flea|catb
18|curl|d|abho|to|conj|sce
19|imi|unha|f|d|wo|nerv
20|disi|showe|leaf|godly|h|a
21|ha|d|grew|desc|reso|en
22|manif|h|ni|voice|stro|incl
23|banis|fan|beh|ph|tra|mi
24|cours|he|reb|con|unkin|mod
25|obser|yel|de|pick|ordp|cr
26|ack|irr|wic|prepa|spo|disc
27|or|c|ind|str|sh|ofte
28|un|she|confe|p|frit|ca
29|ca|fli|con|varia|pu|pi
30|pro|pu|stew|cor|w|pe
31|enra|smok|engl|nec|cra|coa
32|clasp|bloc|pos|rep|purp|dog
33|opp|accou|smulk|leg|oft|enqu
34|com|ma|pomm|kern|acute|upre
35|po|u|wilt|des|ru|gr
36|cont|c|liv|swe|cu|sho
37|goa|fu|mirr|s|eliz|ran
38|recov|wels|pira|l|ereh|phra
39|con|re|gus|perfu|pac|ju
40|eight|tybal|wast|apem|s|f
41|inc|un|drug|ex|grace|sa
42|boo|o|coll|keyi|sat|mardi
43|p|t|wren|beho|thre|pra
44|sma|sena|sma|invin|vant|fr
45|spe|pe|greg|ebb|qu|si
46|sh|barre|acq|horse|muzz|valu
47|bir|b|sw|gra|com|in
48|usu|des|grow|wond|met|inc
49|rail|tw|acqui|boun|sp|soli
50|copi|s|gen|rin|ques|sugge
51|pu|e|ga|babbl|wor|gre
52|dis|glor|dad|w|perc|v
53|lo|pla|aft|deoc|leadi|lat
54|lowna|asp|dae|susp|kne|bloo
55|woodv|visi|comp|sha|cli|rel
56|in|bloss|cl|ca|i|gr
57|pur|ple|cho|r|scru|worth
58|court|buryd|d|bitto|chise|flag
59|obst|inh|study|bl|abom|sultr
60|bloo|kern|bou|lace|inf|chur
61|sha|im|cup|pr|uri|t
62|win|b|com|com|doe|nom
63|l|bet|wan|ap|fi|ind
64|lepr|av|voca|s|me|oakc
65|rabb|de|sta|tr|e|ex
66|vict|fa|co|pref|c|past
67|sc|st|r|mann|acc|talo
68|le|cont|flem|baw|be|she
69|to|avou|she|pen|trou|t
70|wrot|l|ac|ma|ner|after
